"baseMean"	"log2FoldChange"	"lfcSE"	"fc"	"stat"	"pvalue"	"padj"
"chr1:20890405-20891136"	237.740935066609	0.0523284526218815	0.201631050852046	1.0369371494908	0.25916963276974	0.795504360332336	0.999988355604711
"chr1:20951127-20951954"	71.5211378349255	-0.212565959713864	0.194834221613611	0.863000942603657	-1.09388202346879	0.274006723888045	0.999988355604711
"chr1:21094695-21095635"	19.5741759120411	0.0500186913584314	0.145685561944067	1.03527833667816	0.339963879970557	0.733883729161708	0.999988355604711
"chr1:21218543-21218917"	104.524489019433	-0.223361339471653	0.199293253269875	0.85656739080096	-1.12054914177213	0.26247982370749	0.999988355604711
"chr1:22157536-22157784"	2.56424419760797	0.000748027306772244	0.0659723375183015	1.00051862745941	0.0116457180945235	0.99070827136169	0.999988355604711
"chr1:22375934-22376224"	24.4521660573924	-0.0705674891203887	0.145077471579212	0.95226334825834	-0.480668793811926	0.630751913481439	0.999988355604711
"chr1:22473631-22473919"	3.14927947051063	0.047710616375889	0.0681889458675656	1.03362338564804	0.730550577068592	0.465053709354612	0.999988355604711
"chr1:23190326-23191311"	33.6837245413226	-0.0234620903601879	0.153791092431176	0.983868841686216	-0.14984157169899	0.880889610124549	0.999988355604711
"chr1:23202324-23203161"	30.752906730322	0.00677941796482353	0.166656207314575	1.00471019269505	0.0407407428317839	0.96750258046097	0.999988355604711
"chr1:23214343-23215072"	17.5684614726215	-0.0920410832436387	0.137786384528383	0.938194479405169	-0.665927379120989	0.505457519329247	0.999988355604711
"chr1:23255921-23256752"	456.680299880088	-0.00327239594321971	0.201314794898362	0.997734318517987	-0.0162945830065422	0.986999379103491	0.999988355604711
"chr1:24099813-24100467"	330.193752409829	-0.021609603020508	0.196418692937971	0.985132986343849	-0.110108768850244	0.912323113909361	0.999988355604711
"chr1:24586643-24586647"	0.412693467566617	-0.00806921213376695	0.0326732198704553	0.994422460911422	-0.35705074617501	0.721053816176868	0.999988355604711
"chr1:24678542-24679027"	137.269598701048	-0.164584929211944	0.201968534916897	0.892185168763315	-0.815544748090331	0.414760561328233	0.999988355604711
"chr1:25840850-25841072"	3.85953594950188	0.00321319001046286	0.078043349591925	1.00222969567892	0.0403975452184323	0.967776187285315	0.999988355604711
"chr1:25913948-25914176"	1.65634064313081	-0.00299849860672213	0.0503929285281251	0.99792375752431	-0.0595044510455866	0.952550320339635	0.999988355604711
"chr1:25916481-25917672"	0.9219114766314	-0.0163011289884269	0.0398404230823374	0.988764513277619	-0.369748977543162	0.711569535071832	0.999988355604711
"chr1:30873165-30874044"	353.378807029945	-0.000491510022706199	0.200210561266862	0.999659369241379	-0.00246324646598889	0.998034615662858	0.999988355604711
"chr1:30948985-30950245"	568.986156910021	0.0540660057631518	0.192033972035301	1.03818676827502	0.281782163211345	0.778110548656903	0.999988355604711
"chr1:30963688-30964063"	1.5280405338989	-0.0308644662902648	0.048564131485771	0.978833602413761	-0.679209939889376	0.497004850113201	0.999988355604711
"chr1:33669515-33670811"	374.465710162822	0.119743445365061	0.195181002801967	1.08654162551521	0.613196175503894	0.53974663328715	0.999988355604711
"chr1:33690213-33690462"	7.40811017656705	0.0912724820308429	0.101502383957673	1.06530938953951	0.927573197041329	0.353629006394823	0.999988355604711
"chr1:33696511-33697232"	10.6452032569129	-0.0178457846656705	0.117367858002758	0.987706435619504	-0.154032395893442	0.877584192163223	0.999988355604711
"chr1:33813935-33814764"	583.947700948232	-0.120903558662125	0.195747898154466	0.919611518325871	-0.618417547278196	0.536300133862884	0.999988355604711
"chr1:33907578-33908431"	475.895816860488	0.0807859062341654	0.196198911380606	1.05759400661884	0.412288110845363	0.680128261872341	0.999988355604711
"chr1:34389262-34390183"	43.7805358679292	0.0888405321718901	0.166660740279633	1.06351511109834	0.526287884489523	0.598688199598577	0.999988355604711
"chr1:34439028-34440223"	450.551828045541	0.0610732576668392	0.191875397051053	1.04324156626532	0.31819506264473	0.750336977734759	0.999988355604711
"chr1:34459774-34459985"	9.87523879925452	-0.0960162041655975	0.110822493208531	0.935612989087332	-0.88583542324879	0.375706218397086	0.999988355604711
"chr1:34842589-34843361"	372.800942403628	0.060333450169073	0.195625259900902	1.04270673384584	0.308732441979951	0.757525063435765	0.999988355604711
"chr1:34969984-34970033"	0.289960131199046	0.00368522529431449	0.0329307991467452	1.00255766879084	0.0996214012527206	0.920644902603041	0.999988355604711
"chr1:35914086-35914441"	3.98355931729354	-0.0318991572522003	0.0735795035728889	0.978131841364712	-0.437729126762968	0.661582652697152	0.999988355604711
"chr1:35966034-35966198"	3.84215481062692	-0.049141697056478	0.073599443743767	0.966511164657975	-0.695153408790803	0.486959166985134	0.999988355604711
"chr1:36030349-36030568"	3.23602575335942	-0.0357553774623793	0.0689070733922535	0.975520856257911	-0.526236682837492	0.59872376966486	0.999988355604711
"chr1:36031001-36031206"	9.89945856469807	0.109054025652634	0.111027646158981	1.07852081909338	1.00408360005855	0.315338319574932	0.999988355604711
"chr1:36068028-36068882"	273.098626865625	0.260197731467398	0.198293170919568	1.19764283871629	1.31148484112122	0.189694011860151	0.999988355604711
"chr1:36243896-36244369"	247.821769384823	0.0641178776361593	0.20093176877692	1.04544551646315	0.319780415925149	0.749134794535259	0.999988355604711
"chr1:36307762-36307969"	274.908615618791	-0.0806528199426328	0.19985993414684	0.945629652195259	-0.403889480252598	0.686293992446668	0.999988355604711
"chr1:36368786-36369128"	384.513619698204	0.0506316490228184	0.195439401819878	1.03571828871216	0.259287941091676	0.795413082954424	0.999988355604711
"chr1:36444958-36445380"	112.826664325859	-0.0201975850185504	0.197920948546964	0.986097643750516	-0.102723134526788	0.918182712074181	0.999988355604711
"chr1:36457057-36458207"	82.8909805972474	0.294152735151175	0.197565094874306	1.22616466470839	1.49027742879362	0.13615130475337	0.999988355604711
"chr1:36471002-36472131"	177.983945878041	0.262909352445473	0.201262524515719	1.19989598802372	1.30546881914949	0.191733257902762	0.999988355604711
"chr1:36691374-36691853"	104.5957866752	0.130190692118305	0.200216362175153	1.09443835204944	0.648529498954747	0.516642537750214	0.999988355604711
"chr1:36709588-36710204"	154.234519280786	0.0420684482180607	0.201977317590594	1.02958893080221	0.208813692152039	0.834593682162918	0.999988355604711
"chr1:36939249-36939767"	348.79009773646	-0.0701997712159403	0.201514144565637	0.952506094578364	-0.34933212883381	0.726839980614086	0.999988355604711
"chr1:37429594-37430669"	231.946595404956	-0.0281261539754762	0.200517946569304	0.980693245212493	-0.140104369720353	0.888577528111366	0.999988355604711
"chr1:37540785-37541510"	41.3044039844748	-0.313943240400969	0.175828738480884	0.80444001920677	-1.81554782502944	0.0694397633560211	0.999988355604711
"chr1:37864540-37865672"	348.677135605659	-0.0602261579307331	0.199697889675789	0.959113756165518	-0.300999165865383	0.76341513058965	0.999988355604711
"chr1:37890094-37890867"	141.869180074116	0.0323324937108919	0.201978760568299	1.02266419388137	0.159935073430894	0.872932219525545	0.999988355604711
"chr1:37996962-37998594"	731.22487393438	0.0827057657510124	0.186418208916266	1.05900233163156	0.443773645324771	0.657206244388592	0.999988355604711
"chr1:38129126-38130072"	377.37464522905	-0.0886709565749821	0.196508653782761	0.940388657686506	-0.45179320796399	0.651417963176328	0.999988355604711
"chr1:38626940-38627643"	183.477859997809	0.0923604085401026	0.201633938251318	1.06611303507186	0.458053533574609	0.646913981088312	0.999988355604711
"chr1:38735468-38735903"	36.7411363649954	0.060340769930507	0.140822973585227	1.04271202421123	0.421565678850694	0.673342062060636	0.999988355604711
"chr1:38897803-38898240"	66.2322518534789	0.0660078637659425	0.192073929265813	1.04681598788833	0.345486920000619	0.72972834195492	0.999988355604711
"chr1:38987382-38988338"	201.821661293172	0.00758095461250093	0.199753882640573	1.0052685475567	0.037759478501429	0.969879452786445	0.999988355604711
"chr1:39105245-39105756"	26.1373489896607	-0.0916248702009124	0.160677824218295	0.938465184648267	-0.57544742381788	0.56498873876094	0.999988355604711
"chr1:39307381-39307502"	1.08913827146288	-0.000245246622948112	0.0396068654181676	0.999830022442584	-0.00588582991763703	0.99530381429621	0.999988355604711
"chr1:39478471-39479061"	90.8227347546425	-0.131623485786021	0.199090045501456	0.912803680751306	-0.660545392877022	0.508903898678056	0.999988355604711
"chr1:39576816-39577787"	476.687382702558	0.131907273911986	0.197130940180408	1.09574133779153	0.670118787088685	0.502782069490572	0.999988355604711
"chr1:39714646-39714808"	9.36882991096007	-0.172198674025328	0.100410789019007	0.887489112426011	-2.1314940074133	0.0330484656106319	0.999988355604711
"chr1:40168487-40168738"	2.52531751200841	0.0145306438480774	0.0651635956784469	1.0101227668621	0.232435004939656	0.816200163284276	0.999988355604711
"chr1:40173868-40174481"	16.4841526578379	0.137239100832494	0.139739429627541	1.09979840607536	0.998032142762054	0.318263772568003	0.999988355604711
"chr1:40385284-40385605"	5.78716555353269	-0.0280735133889681	0.0938420616266852	0.980729029080868	-0.299034322542915	0.764913857446497	0.999988355604711
"chr1:40393078-40393507"	1.46290505342993	0.00107356068182112	0.0487018876486584	1.00074441249732	0.0215465110336833	0.982809701622808	0.999988355604711
"chr1:40393736-40393899"	4.98882568233318	-0.0452321765098181	0.0844542392996579	0.969133839259493	-0.553898242912902	0.579648487697891	0.999988355604711
"chr1:40514663-40516022"	88.198377893943	-0.109109283230979	0.198327087899103	0.927160311971954	-0.548881873738668	0.583086518338905	0.999988355604711
"chr1:40681397-40681752"	5.29661871476695	0.00700986477140322	0.0902049578594523	1.00487069144329	0.0769651982250904	0.938651230609335	0.999988355604711
"chr1:40790411-40791135"	79.3370248564795	-0.209764121873527	0.187586557937509	0.864678593195334	-1.11284174791656	0.265776401868444	0.999988355604711
"chr1:40847642-40848249"	38.6328273197005	0.0209547540135078	0.176809188391431	1.01463072510325	0.118886477386238	0.905365295258075	0.999988355604711
"chr1:41133487-41133794"	8.97109496820263	-0.0531854498975287	0.110682698536088	0.963805908239929	-0.487790558395458	0.625698199729482	0.999988355604711
"chr1:41145380-41145733"	5.12434216508613	-0.0339162046980732	0.081563080198477	0.976765260260696	-0.41017205944099	0.681679735501486	0.999988355604711
"chr1:42253457-42254053"	3.47816628730924	0.0365965084473933	0.0704547313918001	1.02569124088498	0.522541595000132	0.601293293430281	0.999988355604711
"chr1:42261850-42262165"	7.37905153647646	-0.0615114248103759	0.10230771525512	0.958259682247099	-0.62634633920042	0.531087798079267	0.999988355604711
"chr1:42851157-42851561"	163.000780358413	-0.0494029664731599	0.201808506046767	0.966336147113037	-0.245005155722723	0.806452439317181	0.999988355604711
"chr1:43092223-43092885"	570.03102004862	-0.128804409002728	0.189130608969207	0.914589074998365	-0.680995582334606	0.495874285736005	0.999988355604711
"chr1:43098330-43099116"	282.26221777979	-0.0279804239326816	0.197479959138911	0.980792312363173	-0.14168221983443	0.887331019766503	0.999988355604711
"chr1:43163193-43164241"	879.52129910795	0.455937099590578	0.194682837787763	1.37167348336349	2.34590982899536	0.0189806987754948	0.999988355604711
"chr1:43218282-43218911"	5.82315260705147	0.0476399898589888	0.0936961314652004	1.0335727862971	0.516468135097325	0.605527488805226	0.999988355604711
"chr1:43224341-43225480"	64.4266371055661	-0.177396946837398	0.190149946393969	0.884297094071317	-0.933721769624302	0.350447432461684	0.999988355604711
"chr1:43237002-43237892"	14.5861884987723	0.0721857793849873	0.130200198696142	1.05130827992168	0.548582089988936	0.583292279612612	0.999988355604711
"chr1:43264767-43264969"	1.26901770136928	0.0102012543687183	0.0458928177141192	1.00709602904465	0.21886024735037	0.826758913739368	0.999988355604711
"chr1:43695396-43695425"	1.56696721949846	-0.0392256714479618	0.0468504813671745	0.973177134450982	-1.07878969637485	0.280681489115394	0.999988355604711
"chr1:43827048-43828093"	204.126830119391	0.206458818415601	0.201004656679693	1.15385250491652	1.02874673525254	0.303598702276255	0.999988355604711
"chr1:43933427-43934475"	443.83121543774	0.0236284287047037	0.195685775000775	1.01651283303922	0.120895509147431	0.903773799262466	0.999988355604711
"chr1:44118505-44120012"	667.490095189228	-0.0269344890955978	0.191963291535186	0.981503631644254	-0.140191964548431	0.888508320569121	0.999988355604711
"chr1:44398310-44398525"	3.11035278491107	0.0609407050305537	0.0684084443162441	1.04314571921276	0.982652003121386	0.325778740759458	0.999988355604711
"chr1:44487180-44487647"	1.81800066509794	-0.0284093579679654	0.0531551556746954	0.980500752013121	-0.561621284162901	0.574374075776104	0.999988355604711
"chr1:45033298-45033414"	26.1064167182181	-0.0307268561793064	0.132561713656318	0.978926971990156	-0.227304397756554	0.820187053690223	0.999988355604711
"chr1:45502450-45503612"	399.670782935926	0.0838878693890349	0.201915896102802	1.05987040387068	0.414315798101845	0.678642845507118	0.999988355604711
"chr1:45541016-45542053"	56.0391373635541	0.0623409585496295	0.172126613942004	1.04415866893623	0.357418882470763	0.720778242912767	0.999988355604711
"chr1:45579322-45581105"	22.5495204724621	-0.0382400352496332	0.141764358612804	0.973842227430747	-0.264681573585228	0.791254773536215	0.999988355604711
"chr1:45625690-45626926"	96.1199112118753	0.0100978183222059	0.197273661091552	1.00702382646924	0.0508909253369485	0.959412436673302	0.999988355604711
"chr1:45760707-45761066"	5.39825826676969	0.0476374220746864	0.083059909139446	1.03357094669168	0.570838912970864	0.568108842607825	0.999988355604711
"chr1:45857198-45857527"	236.030016574065	0.205462207766289	0.199359425149901	1.15305570132022	1.03583317972921	0.300279975404563	0.999988355604711
"chr1:45925390-45925615"	7.14555667853432	0.0200285859076522	0.101497929430388	1.01397957082687	0.194759967839068	0.845580863133622	0.999988355604711
"chr1:46490783-46491290"	2.43639585073582	-0.0348034678902317	0.064163888030898	0.976164730421101	-0.593353608392916	0.552944528973168	0.999988355604711
"chr1:46852715-46853837"	1022.66855171721	0.0691841396570792	0.200055822461952	1.04912322480008	0.346235635743797	0.729165635548569	0.999988355604711
"chr1:46975224-46975667"	1.52005114696877	0.0246285490661066	0.0497914260690255	1.01721775515781	0.504894678006298	0.613632812294892	0.999988355604711
"chr1:47993177-47993313"	6.30149857310204	0.0115151645227214	0.0959152323304187	1.00801364253914	0.117978498842148	0.906084694325423	0.999988355604711
"chr1:48801950-48802528"	2.89403453912612	-0.0173585780454029	0.0652928304986406	0.988040046233493	-0.261112255802373	0.79400594068567	0.999988355604711
"chr1:50927256-50927875"	160.65700063672	-0.00874925114811643	0.201918359038854	0.993953833311021	-0.043392645682761	0.965388540076189	0.999988355604711
"chr1:51207826-51208186"	3.73589908841476	0.0229345770812535	0.0709762424526673	1.01602406758253	0.321860019510244	0.747558742558424	0.999988355604711
"chr1:51370345-51370498"	5.12939191993548	-0.00811010917880866	0.089138848924056	0.994394271749754	-0.0910822051007856	0.927427272135885	0.999988355604711
"chr1:51477802-51479076"	560.501250302611	-0.0159630360487694	0.199928843773576	0.988996255582912	-0.0797041311001467	0.936472573766584	0.999988355604711
"chr1:51915534-51916113"	309.009902295103	0.0988654756954052	0.201976902770978	1.07093095942576	0.49123949675159	0.623257066791946	0.999988355604711
"chr1:52113509-52113784"	134.062875090896	-0.190601332663021	0.200739568072575	0.876240417633876	-0.945922194247391	0.344188272399263	0.999988355604711
"chr1:52119109-52119650"	45.5252253166301	-0.0781364905353495	0.167802252244229	0.947280446023113	-0.460050494727335	0.645479976786862	0.999988355604711
"chr1:52232733-52233573"	1086.78222115634	0.102416631370677	0.190710331445159	1.07357027461954	0.537353416829727	0.591023514190564	0.999988355604711
"chr1:52254387-52254803"	17.2324887936123	-0.0441159940009283	0.130718054920885	0.969883927651896	-0.331434410876395	0.740316376172237	0.999988355604711
"chr1:52314928-52315016"	347.716530275258	0.0527030677491703	0.201574243814132	1.03720643909743	0.26238995146944	0.793020818935013	0.999988355604711
"chr1:52499954-52500646"	249.536409946338	-0.0468777362256985	0.199251331943886	0.968029060773589	-0.235533269869897	0.813794859435838	0.999988355604711
"chr1:52582032-52582158"	3.74350196864034	-0.00926665481975371	0.0699475454816089	0.99359742870701	-0.132265398508075	0.894774374873638	0.999988355604711
"chr1:52584596-52584834"	18.8948718449559	0.160568837233234	0.132249599040745	1.11772775775867	1.29092552263824	0.196729504280844	0.999988355604711
"chr1:52630519-52631001"	54.20253211007	-0.0271680651933859	0.188494539780853	0.981344736504122	-0.144363512182938	0.885213428004415	0.999988355604711
"chr1:52845088-52845256"	166.47239093029	0.235602911744499	0.201974120508915	1.17739867706867	1.16574700769186	0.243716748294908	0.999988355604711
"chr1:53296746-53297369"	174.879947789851	-0.146223766192789	0.20189214735046	0.903612562947378	-0.723489179024789	0.46937939981401	0.999988355604711
"chr1:53352412-53352679"	156.195314983504	-0.157862256681094	0.201141549147379	0.89635227596637	-0.781743700625698	0.434365213614541	0.999988355604711
"chr1:53784713-53785396"	201.11949976925	0.0527903309718272	0.200585964736817	1.0372691777298	0.263226070139804	0.792376338059756	0.999988355604711
"chr1:54250745-54251246"	38.2828648962569	-0.0438975775432376	0.176532129518068	0.970030774104043	-0.248495562401015	0.803751003118709	0.999988355604711
"chr1:54557455-54558078"	64.1155882172291	-0.0793368456802721	0.1811439420405	0.946492614901001	-0.433445418465568	0.66469121069039	0.999988355604711
"chr1:54925883-54926654"	124.201140768068	0.104318372776854	0.200310938963006	1.07498637380696	0.518625213030394	0.604022123310202	0.999988355604711
"chr1:55026868-55027917"	514.59841507877	-0.0144205173011566	0.190840017285757	0.990054248480807	-0.0755268411624794	0.93979554236255	0.999988355604711
"chr1:55052742-55053184"	442.557926690199	0.0722937672242186	0.198781835556896	1.05138697483314	0.3643404163788	0.7156038228973	0.999988355604711
"chr1:55131190-55131607"	193.357436206142	0.0237624464710414	0.201469988743321	1.01660726540586	0.118386687552721	0.905761273392976	0.999988355604711
"chr1:55236821-55237563"	473.415298062022	0.0916435185636704	0.191655307048543	1.0655834041605	0.478411974877947	0.632357012204276	0.999988355604711
"chr1:55405595-55406475"	91.1743555384949	-0.0281666547804738	0.199145949624375	0.980665714579024	-0.141669735802574	0.887340881115577	0.999988355604711
"chr1:55482285-55482706"	3.86413394199145	0.0421801990166757	0.0759301071769478	1.02966868559326	0.599026276619873	0.549155362173406	0.999988355604711
"chr1:56681138-56681621"	32.9167505262057	0.0360995186857151	0.169082184263663	1.02533796438615	0.215328427672843	0.829511267349669	0.999988355604711
"chr1:57075138-57075350"	10.1712174656777	-0.0537091479471791	0.103566208236949	0.963456110354508	-0.515858227496474	0.605953431105957	0.999988355604711
"chr1:57109816-57109976"	3.89334762459686	-0.0560124942504413	0.0793440192606367	0.961919124068119	-0.745598401545592	0.455910048796413	0.999988355604711
"chr1:57377405-57378076"	176.33308290086	-0.107183814708766	0.201468908667061	0.928398556909915	-0.531868840164465	0.594816839911203	0.999988355604711
"chr1:57405914-57407028"	639.670982935295	0.0499016959517238	0.187237395601059	1.03519438414798	0.266533370162532	0.789828462892881	0.999988355604711
"chr1:57436557-57437192"	13.6822919033624	-0.0716486103725478	0.129908539031114	0.951550012130675	-0.552942182646086	0.580303001456473	0.999988355604711
"chr1:57489830-57490431"	15.9688037799584	-0.0459098462819749	0.121273193705995	0.968678719870411	-0.387637535143746	0.698284287649531	0.999988355604711
"chr1:57497143-57498191"	22.0843862102101	0.0492029576624824	0.143776333504587	1.03469313142572	0.350509058584858	0.725956693057281	0.999988355604711
"chr1:57988872-57989537"	15.9083227878821	-0.133657947112603	0.131246812236558	0.911517369402215	-1.03588858588106	0.300254123212546	0.999988355604711
"chr1:57995647-57996482"	317.314843769204	-0.136535273748797	0.200567505499114	0.909701240930041	-0.679388168523466	0.496891944495132	0.999988355604711
"chr1:58359306-58359808"	119.959181194571	-0.127499670198525	0.199827410481559	0.915416581561295	-0.635182234616342	0.525309568439245	0.999988355604711
"chr1:58366684-58367076"	12.495790821337	-0.0606215535055176	0.127050545293184	0.958850930438862	-0.479669468293505	0.631462441220207	0.999988355604711
"chr1:58392337-58393599"	1094.30453639755	-0.0235917676131	0.191275149608456	0.983780410194364	-0.123422891677218	0.901772230720738	0.999988355604711
"chr1:58445058-58445685"	254.822118241608	0.19540591911873	0.198572647575348	1.14504628744112	0.983894203832931	0.325167533875905	0.999988355604711
"chr1:58652563-58653116"	755.291452293034	0.0175042378271428	0.188983967344197	1.01220691668978	0.0926795492634367	0.926158144395524	0.999988355604711
"chr1:58972956-58973877"	341.850369330264	-0.173996601461201	0.195306450182403	0.886383787235692	-0.890983965747151	0.372937772301238	0.999988355604711
"chr1:59119812-59120442"	377.616148288128	-0.0497261614087874	0.193839220177808	0.966119691133106	-0.256580943824506	0.79750228725306	0.999988355604711
"chr1:59236952-59237231"	204.08877324576	-0.0548663548388303	0.201275636701746	0.962683617906295	-0.273107683275324	0.784770440768787	0.999988355604711
"chr1:59256622-59257181"	5.89009513695952	-0.00300124166363627	0.0917198780876183	0.997921860131595	-0.0322290234643207	0.974289410819247	0.999988355604711
"chr1:59270328-59270595"	4.46482673770505	0.00863990774935168	0.0765014471027929	1.00600669597761	0.110462752652455	0.912042388128706	0.999988355604711
"chr1:59335770-59336330"	1.58984987558253	0.0396826538732671	0.046420525986476	1.02788769982404	1.1970077762753	0.231303523796618	0.999988355604711
