"baseMean"	"log2FoldChange"	"lfcSE"	"fc"	"stat"	"pvalue"	"padj"
"chr1:9797783-9798592"	148.822758494955	-0.250447143230115	0.196038455326536	0.840635831508352	-1.27838225568084	0.201114677498395	0.999753828420943
"chr1:9814733-9815079"	8.48039916196608	-0.0146189297717987	0.108971945951975	0.989918096628529	-0.132129182946495	0.894882113614171	NA
"chr1:10232248-10233369"	824.613543515201	-0.133712725646939	0.154879713982632	0.911482760121546	-0.86364674763965	0.387781975501022	0.999753828420943
"chr1:10993515-10993894"	33.9829323910653	-0.146793849932671	0.169888907505776	0.903255569230872	-0.862701958220052	0.38830135546458	0.999753828420943
"chr1:12644751-12644838"	51.0011494766813	-0.101579101930813	0.0777631340160855	0.932012298929663	-1.85266907881481	0.0639298045955717	0.999753828420943
"chr1:13040818-13041137"	12.6028372991838	-0.0571220875623705	0.130314989727918	0.961179585461342	-0.438016786086798	0.661374115139389	NA
"chr1:13051652-13051906"	6.99854509459001	-0.00533653655699749	0.104149688777551	0.996307827623985	-0.0509677165912459	0.959351245527257	NA
"chr1:13660077-13660820"	424.015470968304	0.0582890128443968	0.17443122412881	1.04123016480521	0.334472445718327	0.738023079939579	0.999753828420943
"chr1:14309545-14310238"	330.416905028653	0.114366819068837	0.186510950212152	1.08249984551932	0.611866603724195	0.540626018858229	0.999753828420943
"chr1:14467278-14467484"	9.40955116591144	0.0956991607928362	0.105737520458227	1.06858314077092	0.908028588161288	0.363863117704042	NA
"chr1:14484242-14484671"	13.5737315159323	0.11953295789962	0.125804234114001	1.08638311196702	0.948276344729872	0.342988790103486	NA
"chr1:14839602-14840075"	10.0944938281579	-0.0243188091683983	0.119446932589447	0.983284762101233	-0.201664360882583	0.840179126017272	NA
"chr1:14865193-14865528"	39.5739305018769	-0.08272032823329	0.179366776033526	0.944275452695904	-0.458802649778423	0.646375891757903	0.999753828420943
"chr1:15268893-15269292"	8.42996255975819	-0.00367967834644062	0.111220648438329	0.997452691239948	-0.0326774185329292	0.973931831672692	NA
"chr1:16104407-16106046"	874.936473489293	-0.0803080949612185	0.157576876786044	0.945855632810752	-0.509892413603991	0.610126837144299	0.999753828420943
"chr1:16204991-16206510"	226.039836854581	0.279507435431318	0.197672487502764	1.21378040505059	1.40794623220703	0.159146991791413	0.999753828420943
"chr1:16518934-16520035"	217.036886951658	-0.134364776061092	0.193730745198518	0.911070893160572	-0.695634053614995	0.486658034292239	0.999753828420943
"chr1:16618357-16619679"	566.516772342513	0.183570024499064	0.169592836163054	1.13569073727014	1.08331688881674	0.278667791467114	0.999753828420943
"chr1:16660735-16662133"	107.014809054664	0.190496362320948	0.189672843173171	1.14115626559478	0.996092075340509	0.319205409922641	0.999753828420943
"chr1:16688884-16689039"	117.509022896007	0.0457569940273084	0.198099297529262	1.03222465404919	0.230386261643678	0.81779163567567	0.999753828420943
"chr1:16796963-16797497"	17.2011570427706	0.160838123995378	0.134467270813291	1.11793640710776	1.20053973343986	0.229929790906595	NA
"chr1:17234669-17234976"	8.9902951129275	-0.0234596553685565	0.107597285860718	0.98387050226891	-0.213391701187956	0.831021452936652	NA
"chr1:18877776-18878006"	1.11145156607376	-0.0238226824315464	0.0442589970080682	0.983622960914231	-0.566865344472124	0.570805670930808	NA
"chr1:19153291-19153531"	43.6875449785654	0.0658762116251026	0.162848452407099	1.04672046577588	0.398950417449048	0.689929738764702	0.999753828420943
"chr1:19973493-19974402"	11.5342908645816	-0.00544218468486326	0.120493114929011	0.996234870970036	-0.0441733453504262	0.964766228636639	NA
"chr1:20079672-20079958"	2.42459291650659	0.0661234694803349	0.0632118940109269	1.04689987447247	1.27275257901783	0.203105853394432	NA
"chr1:20393689-20394028"	2.07126437586467	-0.0132638857765596	0.0567206570255723	0.990848308957009	-0.238850730707692	0.811221331038656	NA
"chr1:20414809-20415045"	4.49509407934438	0.0537343444246581	0.0856168023056941	1.03794812682425	0.671045031834477	0.502191842564704	NA
"chr1:20678146-20679652"	134.743379001614	0.264898856584658	0.197033667316714	1.20155180905304	1.34341975500643	0.179136093662961	0.999753828420943
"chr1:20685359-20686659"	33.7897698862001	0.00768585368021059	0.157589747698894	1.00534164378581	0.0479437585667232	0.961761065174963	0.999753828420943
"chr1:20691159-20691913"	4.04554072790018	0.06526595110908	0.0774713810702577	1.04627779627741	0.879477453584962	0.379142452630779	NA
"chr1:20819920-20820140"	158.039863570461	-0.168281080255156	0.196446930006081	0.889902336701488	-0.858262281040876	0.390747652241615	0.999753828420943
"chr1:20848411-20849242"	10.3009424915689	-0.0926097023409197	0.114913341181974	0.937824775368249	-0.841256426314507	0.400204295637546	NA
"chr1:20890384-20891136"	311.813753498011	0.123787443839873	0.179738479622262	1.08959156791593	0.689103232398393	0.490758306030664	0.999753828420943
"chr1:20951311-20951954"	80.302863359777	-0.177547284693669	0.196624902050792	0.884204949578448	-0.906744459308859	0.364541946744883	0.999753828420943
"chr1:21079486-21079720"	254.470888305774	-0.053748730239101	0.184591126290135	0.963429676994176	-0.291048697860891	0.771014075309196	0.999753828420943
"chr1:21094605-21095524"	34.7777053965524	0.0772301201065821	0.176042528816702	1.05499058213949	0.441157447728107	0.659099016542799	0.999753828420943
"chr1:21218569-21218825"	130.920980593816	-0.0933925573956409	0.197976597738273	0.937316018018015	-0.47347040927455	0.635877607368162	0.999753828420943
"chr1:22157536-22157784"	2.71949085781673	-0.0127019796119841	0.0696047562891202	0.991234303360855	-0.185751246388187	0.852639838780068	NA
"chr1:22375882-22376224"	31.0620083020361	-0.104359683301989	0.168108075850556	0.930217712987965	-0.622965197182853	0.533307392464779	0.999753828420943
"chr1:23189885-23191287"	62.6411335132246	0.0869522750813664	0.182504262765915	1.06212405043343	0.470863391226893	0.637738292358213	0.999753828420943
"chr1:23202324-23203206"	39.9123898334467	-0.0236464580395845	0.181176520849064	0.983743117246869	-0.130120044120025	0.896471452024704	0.999753828420943
"chr1:23214449-23214987"	26.3176232485551	0.0715644572995325	0.156578212324127	1.05085561293501	0.451294080963844	0.651777610314975	0.999753828420943
"chr1:23255930-23256693"	505.346436510114	-0.136785200831332	0.189488889317971	0.909543661345715	-0.723393318941834	0.469438274704124	0.999753828420943
"chr1:23382812-23383356"	220.156121378229	-0.535791700262037	0.193699099256084	0.689780045806192	-2.77569337218327	0.00550841316790289	0.784803918184901
"chr1:23921909-23922387"	235.229317021348	-0.124786216736721	0.190790005266982	0.917139937927319	-0.65548763642774	0.512153843998486	0.999753828420943
"chr1:24099813-24100534"	403.545573660468	-0.0580633209683077	0.17517053416948	0.960552703649055	-0.331789982031627	0.740047849377587	0.999753828420943
"chr1:24553665-24553895"	5.58079936209933	-0.0106683520272097	0.0939331930892619	0.992632535678155	-0.112724872780543	0.910248681303646	NA
"chr1:24586643-24586647"	0.520080568163695	-0.0107030887448105	0.0313716041846069	0.992608635699303	-0.488584005109356	0.625136239208083	NA
"chr1:24678531-24679082"	214.157841067095	0.0887512206523772	0.189901628982	1.06344927514	0.467181454823558	0.640370060718157	0.999753828420943
"chr1:25913948-25914176"	1.36465598381686	-0.0293518932449543	0.0473735315559645	0.979860384711331	-0.685419629583953	0.493079160702037	NA
"chr1:25916481-25917672"	1.49356511063211	-0.0099495502745738	0.0500061614503825	0.993127223580063	-0.199183028740698	0.842119574537495	NA
"chr1:30873131-30874120"	473.694439983448	-0.128596968744166	0.182481115680612	0.914720590134452	-0.705939556959163	0.480225726525865	0.999753828420943
"chr1:30948960-30950343"	742.142992019467	0.126495284365051	0.159574685844682	1.09163857767253	0.792956733677747	0.427803031145486	0.999753828420943
"chr1:30963688-30964063"	2.07579332425973	-0.0355393786740384	0.0560576870141593	0.975666921151397	-0.701205145448755	0.483174999182642	NA
"chr1:33669502-33670879"	486.94340413655	0.147316013307557	0.166344504336046	1.10750715041776	0.885561631912093	0.375853794497415	0.999753828420943
"chr1:33682991-33683667"	10.7184783860985	0.116975987008247	0.119922111192954	1.08445935836835	0.990524829408993	0.321917659178192	NA
"chr1:33689175-33690519"	39.9750486945342	0.207262097460158	0.178227376694856	1.15449513804018	1.15879191471175	0.246541013985933	0.999753828420943
"chr1:33696878-33697616"	23.8602752600531	-0.0243822508020681	0.159935431654018	0.983241523704805	-0.152679856363725	0.878650746792611	NA
"chr1:33814081-33814897"	686.652892386752	-0.157119321982896	0.175758777165527	0.896813983176264	-0.895046692098927	0.370762128584025	0.999753828420943
"chr1:33839126-33839318"	1.14481420762126	0.0260253112653669	0.0376359805993778	1.01820306340255	0.844246120803389	0.398531886992981	NA
"chr1:33907566-33908495"	539.725886388902	-0.155805996123406	0.167495323577681	0.897630749867003	-0.930567977358715	0.352077085582747	0.999753828420943
"chr1:34389426-34390312"	42.5302141201314	-0.115406377212332	0.170175835302722	0.923122249749903	-0.671392217828659	0.501970701219957	0.999753828420943
"chr1:34439028-34440169"	554.47521896835	0.119034956861076	0.162634171619776	1.08600817025263	0.731703993429241	0.464349258454865	0.999753828420943
"chr1:34468972-34469115"	7.25447341478145	-0.0124469279568368	0.10070544833642	0.991409557514587	-0.120878546181151	0.903787235217489	NA
"chr1:34842505-34843476"	491.509709644297	-0.0988811536963985	0.17121466531528	0.93375686275151	-0.577928718501629	0.563312245303707	0.999753828420943
"chr1:34918827-34918871"	0.572407103810631	0.0145059405706563	0.0320079198952225	1.01010547067088	0.520864297423645	0.602461308157006	NA
"chr1:35914086-35914441"	4.45146193310227	-0.0681300726206217	0.0833331276502552	0.953873545936962	-0.873227809461966	0.382538919802242	NA
"chr1:35934764-35935804"	19.5981137425193	0.120266767666872	0.129166537490969	1.08693582844078	0.925639671098454	0.354633269589539	NA
"chr1:35966034-35966198"	5.57694873923881	-0.0507496014984822	0.0933399873264072	0.965434574066957	-0.563305575965707	0.5732268218553	NA
"chr1:35976768-35977061"	5.90602122435936	0.0719732326817679	0.0932083885925379	1.05115340613112	0.822729580829514	0.410661789672469	NA
"chr1:35992449-35993346"	3.20625747366895	0.0609204357939053	0.0710858669970245	1.04313106357293	0.915076310082037	0.360151570608839	NA
"chr1:36007190-36007576"	3.60846163273889	0.090988635482208	0.0752395232738102	1.06509981326722	1.43952308584983	0.15000237392385	NA
"chr1:36030235-36031164"	29.5000605706006	0.0559013843163553	0.156564298195178	1.03950837696129	0.35095883461886	0.725619231619295	0.999753828420943
"chr1:36068087-36068757"	226.77712176453	-0.239035169350426	0.188468017544238	0.847311779320873	-1.26882222149653	0.204504477719946	0.999753828420943
"chr1:36243896-36244369"	290.571558053246	-0.0193122544762506	0.182407053944526	0.986702962451359	-0.105979249279394	0.915598816130266	0.999753828420943
"chr1:36307762-36307969"	384.251915656942	0.141852444525246	0.181706831398416	1.10332088919079	0.781979890949641	0.434226391598848	0.999753828420943
"chr1:36368786-36369128"	466.703952481132	0.0180588998712568	0.173595420366801	1.01259614704013	0.104137449104994	0.917060272318997	0.999753828420943
"chr1:36444966-36445370"	130.566767754398	-0.113257150833733	0.198299592458512	0.924498477697645	-0.574115839630771	0.565889415367845	0.999753828420943
"chr1:36456865-36458409"	127.138313439618	0.344002025006126	0.197370726031378	1.26927266760431	1.74239835518558	0.0814387635382245	0.999753828420943
"chr1:36471002-36471859"	141.811209551329	0.129840964980097	0.198026051171175	1.09417307879802	0.652788292213935	0.513892772457222	0.999753828420943
"chr1:36691359-36691873"	136.197414586267	0.0894272688245775	0.196902439791655	1.06394772518888	0.454016744895074	0.649816774677865	0.999753828420943
"chr1:36709092-36710510"	276.224840499083	0.0633286356957935	0.1867482490671	1.04487375058526	0.339694519892733	0.734086589096781	0.999753828420943
"chr1:36939041-36940074"	491.26147534901	-0.243385098750356	0.17244464406079	0.844760862202073	-1.41256540105646	0.157783548163938	0.999753828420943
"chr1:37279376-37279683"	2.78737905958022	0.0583300849164817	0.066973123157624	1.04125980799932	0.947074812146921	0.343600658556658	NA
"chr1:37429534-37430799"	346.124337163419	0.212782390729456	0.175783971096716	1.15892113255885	1.21037934807823	0.226133362732024	0.999753828420943
"chr1:37484551-37484684"	6.98532175679013	0.0847737514170843	0.0959541327744917	1.06052141357517	0.894130542065781	0.371252049698055	NA
"chr1:37540785-37541510"	57.7519008940426	-0.278517547988471	0.190620452082258	0.824437739291635	-1.47390181426864	0.140508029207092	0.999753828420943
"chr1:37864508-37865630"	516.015661106874	0.274460417258246	0.175007856509501	1.20954162363873	1.56599428048841	0.117349956149211	0.999753828420943
"chr1:37889910-37890790"	208.849754149657	0.236176633077951	0.189653474107651	1.17786699022675	1.24412718858793	0.213452755943043	0.999753828420943
"chr1:38129126-38130072"	462.138857246621	-0.129537944279115	0.174873748173945	0.91412417229531	-0.741576891084059	0.458343729054092	0.999753828420943
"chr1:38627041-38627645"	157.833819882855	-0.460636880377822	0.196247665424284	0.726665400066912	-2.35427433898998	0.0185589083938783	0.999753828420943
"chr1:38695900-38696327"	9.46186357004845	0.0333757035485661	0.10017187647872	1.0234039476964	0.326737001387633	0.743866811809544	NA
"chr1:38735444-38735951"	36.0908889898085	-0.0737963186698878	0.1515468420065	0.950134514479859	-0.480299080929331	0.631014742301861	0.999753828420943
"chr1:38835943-38836402"	4.83289715212607	0.00639129261924186	0.0871156811085938	1.00443993388761	0.0716128750127072	0.942909993606145	NA
"chr1:38897803-38898296"	73.8567180014481	-0.081600112512794	0.194322974583893	0.945008943112921	-0.421660803318915	0.673272618384384	0.999753828420943
"chr1:38987251-38988550"	360.892943649233	0.39445318340173	0.191152861490513	1.31444445927628	2.05777949765958	0.0396113050256422	0.999753828420943
"chr1:39081378-39081559"	6.87990547246937	0.0377414720488536	0.10294208367288	1.02650558157196	0.365340702962092	0.714857098541491	NA
"chr1:39105195-39105962"	41.2538898596647	-0.218386759110338	0.182339667534577	0.85952603276717	-1.20107061869414	0.229723809064163	0.999753828420943
"chr1:39256321-39257316"	213.144300937095	0.222341395082249	0.190304916987815	1.16662540390811	1.1675159265444	0.243002080347531	0.999753828420943
"chr1:39307381-39307502"	0.858247148330666	-0.0146754315793891	0.036687267924518	0.989879328167427	-0.389568541056853	0.696855618393977	NA
"chr1:39367758-39368247"	878.692517159794	-0.0589514991310448	0.180992075107255	0.959961532714192	-0.326119159106446	0.744334201892217	0.999753828420943
"chr1:39478471-39479061"	104.263341433948	-0.291377116499379	0.198294834895499	0.817121707211884	-1.47247523616461	0.140892589448963	0.999753828420943
"chr1:39576816-39577787"	541.145430506786	-0.0135727488259239	0.167514634832411	0.990636203373687	-0.0810785315080189	0.935379498843348	0.999753828420943
"chr1:39636245-39636800"	15.4397341044703	-0.0236759349537591	0.134895380695017	0.98372301777028	-0.179160899231168	0.857811364809902	NA
"chr1:39714646-39714808"	14.7094992931996	-0.151795121187699	0.122009350394079	0.900129749197234	-1.335329958255	0.181768377678567	NA
"chr1:40139829-40140490"	31.3327412715907	0.22323724584821	0.170762873652852	1.16735005242142	1.31973868775831	0.186922278419748	0.999753828420943
"chr1:40179452-40180017"	10.26354798574	0.106272758577456	0.120789246875317	1.07644361995691	0.90199498923668	0.367059529520526	NA
"chr1:40380575-40380578"	0.477260324184487	0.0131538672392955	0.0318363124911208	1.00915925760753	0.469045019110329	0.639037457321209	NA
"chr1:40384934-40385823"	13.4925712871329	0.0382658996987143	0.131937641692883	1.02687878987233	0.286930942954897	0.774165197154557	NA
"chr1:40392779-40394100"	20.0565693472789	0.103345739814482	0.148383067582556	1.07426188610738	0.714810969686923	0.474725855899326	NA
"chr1:40413876-40414946"	3.13196452158129	0.0746561129505749	0.0693811325550509	1.05310998217037	1.25837717966896	0.208255380894852	NA
"chr1:40514451-40516267"	272.083790720406	0.837755979058336	0.187967820390154	1.78726799629815	4.45092783653884	8.55000718798033e-06	0.00408438872785813
"chr1:40681268-40681832"	8.1619234906691	0.0420803573028187	0.107472345771214	1.02959742983499	0.395843602735021	0.69222040821335	NA
"chr1:40790243-40791208"	128.658011896524	-0.0327810346957823	0.198253104697954	0.977534120572572	-0.164482203511105	0.869351555484051	0.999753828420943
"chr1:40847426-40848378"	49.2168254016767	-0.121050763135189	0.187971248254591	0.919517691135	-0.643669706706977	0.519789637817711	0.999753828420943
"chr1:41133575-41133793"	11.6031360117726	-0.0144408747211165	0.124633724294954	0.990040278232522	-0.117770710137667	0.906249337928089	NA
"chr1:41145380-41145733"	8.29499805849412	-0.00125613593901697	0.109558635928076	0.999129691853483	-0.0114025368780555	0.990902289015574	NA
"chr1:42261850-42262165"	8.5951881612262	-0.0974922066221923	0.112129671571228	0.934656265145434	-0.898144185003146	0.369108685349345	NA
"chr1:42787157-42787655"	6.85981485795777	0.0192619186987594	0.102222910369043	1.01344087183249	0.186777271521493	0.851835268002411	NA
"chr1:42851179-42851535"	189.239394806829	-0.100834090782248	0.194371644631096	0.932493716588242	-0.51868058636829	0.603983501913385	0.999753828420943
"chr1:43092224-43092884"	699.519551716277	-0.177478350241788	0.159012330103132	0.884247199422002	-1.11655012082588	0.264186728629863	0.999753828420943
"chr1:43098230-43099180"	434.515908476967	0.242018992651727	0.170291490396008	1.1826465693325	1.42091967053786	0.15534011375769	0.999753828420943
"chr1:43163193-43164286"	969.336002512846	0.349674242396896	0.154032749373297	1.27427286661356	2.27091739927115	0.0231519787609898	0.999753828420943
"chr1:43189260-43189431"	11.1926371689394	-0.00170732722922009	0.125044193182348	0.998817270920786	-0.0137186439283734	0.989054449143094	NA
"chr1:43218182-43218980"	13.819683082832	0.159231072278978	0.134609664381799	1.11669180494633	1.22343606399246	0.221165038973359	NA
"chr1:43224341-43225480"	106.64661672682	0.155307894709804	0.198078486665381	1.11365926596453	0.786783836514787	0.431408417009087	0.999753828420943
"chr1:43236575-43237944"	28.095494042417	0.258046990898743	0.161767978416432	1.19585874718529	1.60563473067354	0.108354189826731	0.999753828420943
"chr1:43255807-43256662"	2.26993750637253	0.00798126614511473	0.0591045354124711	1.00554752295864	0.131549988317336	0.895340245161272	NA
"chr1:43260039-43260551"	4.57965653612665	0.0851263605659684	0.0806052542348028	1.06078064733189	1.15154757758194	0.249507033685606	NA
"chr1:43269360-43269884"	12.1737160028901	0.199660273062911	0.127829165453749	1.14842789047135	1.69800166508393	0.0895074475694725	NA
"chr1:43445493-43446256"	258.126455934846	-0.19834724880598	0.186676225751837	0.871548437346743	-1.0641516943953	0.287259985892768	0.999753828420943
"chr1:43695396-43695425"	1.96055593012198	-0.0547005573849969	0.0531641169047138	0.962794257826656	-1.44123812554202	0.149517420846804	NA
"chr1:43827011-43828344"	291.346570168285	0.179372770531911	0.181904635018501	1.13239145710223	0.985519381777413	0.324369015881084	0.999753828420943
"chr1:43933427-43934630"	606.809094676206	0.141636305914147	0.16607383274002	1.10315560659439	0.85331849021984	0.393482709011151	0.999753828420943
"chr1:44054288-44054491"	4.33554621342998	-0.0259280458509058	0.0835455256178452	0.982188580516128	-0.306010866444903	0.759596372186907	NA
"chr1:44118454-44120012"	891.180111057682	0.109646695292768	0.15465497431852	1.07896397432781	0.70866640477958	0.478531517404797	0.999753828420943
"chr1:44397501-44398952"	10.9774092286312	0.0813923574358058	0.117459017800953	1.05803867022544	0.686520080849837	0.492385205841539	NA
"chr1:44487180-44487647"	2.39952495872231	-0.0342146261898408	0.0596439210213387	0.976563237246289	-0.636269419716979	0.524600833140194	NA
"chr1:45502450-45503612"	476.177153115871	0.0439034670234531	0.193355822877698	1.03089933740358	0.226478985352894	0.820828901901844	0.999753828420943
"chr1:45541153-45541713"	28.8243916042912	-0.0563850472243984	0.164324213239173	0.961670755873126	-0.34165262043972	0.732612332058387	0.999753828420943
"chr1:45579322-45581270"	28.4010204400638	-0.102372466784249	0.163981948032056	0.931499908919821	-0.619198679611211	0.535785481593772	0.999753828420943
"chr1:45625636-45627409"	134.391115849461	-0.151220206101868	0.198247410130097	0.900488523077199	-0.759639096479365	0.447470342665837	0.999753828420943
"chr1:45760628-45761362"	7.40082000964237	-0.0149194157882728	0.0927676116452333	0.989711936933005	-0.157351390089942	0.874967921217152	NA
"chr1:45857198-45857527"	185.680671738967	-0.508165998150638	0.19617629142604	0.703115694001683	-2.5933221876468	0.00950536771515371	0.984212770707544
"chr1:45860199-45861000"	6.23620793891237	0.0151534140974871	0.0992860319475489	1.01055890214079	0.153255767928498	0.878196580609295	NA
"chr1:45925390-45925615"	7.11341898134247	-0.0248057532552419	0.102634401597772	0.982952935975759	-0.238998310208818	0.811106893037179	NA
"chr1:46490783-46491290"	4.0405633846275	-0.0109472496016256	0.0804803864837798	0.992440661414263	-0.139670292831237	0.888920499177805	NA
"chr1:46852647-46853869"	1347.20298362088	0.133862506747085	0.166827402603377	1.09722736347029	0.802960157459499	0.421997763588515	0.999753828420943
"chr1:48801950-48802528"	3.38668123386823	-0.0371861216978407	0.0767778761057726	0.974553895846131	-0.493616433945814	0.621577092343162	NA
"chr1:50927523-50927726"	149.027900837063	-0.21594344949628	0.19705347492503	0.860982936333542	-1.09591178507457	0.273117381148021	0.999753828420943
"chr1:51370334-51370498"	7.3286956108867	0.0178872293395338	0.105843253612063	1.012475662411	0.17116481786373	0.864094170484226	NA
"chr1:51477851-51479020"	749.595712767601	0.203953241446239	0.17502743825148	1.15185030963114	1.1637795415409	0.244513365077252	0.999753828420943
"chr1:52113221-52114022"	263.201030427939	0.313299634755888	0.19189612409863	1.24254632065813	1.62788121006272	0.103550076348462	0.999753828420943
"chr1:52118784-52119948"	327.908308995061	1.51239961144757	0.194806560831084	2.85284153258602	7.76742394622971	8.00984027145553e-15	9.29255897778433e-12
"chr1:52232789-52233490"	1178.1572418387	0.0240016837498995	0.152554934134006	1.01677585995664	0.157390826718137	0.874936842574604	0.999753828420943
"chr1:52254387-52255058"	42.0131988950549	0.0154927783000801	0.16128553954126	1.01079664320532	0.0945092073042721	0.924704668813083	0.999753828420943
"chr1:52314931-52315017"	396.919536177068	-0.0751429262956148	0.192909567562387	0.949248075273601	-0.390606073662402	0.69608843549412	0.999753828420943
"chr1:52499898-52500774"	363.198305952248	-0.0376643301180711	0.176294957995936	0.974230915149972	-0.213792221634007	0.830709090960746	0.999753828420943
"chr1:52582032-52582158"	5.83861761572982	0.020160815812672	0.0879133311320766	1.01407251116644	0.222569105723258	0.823870883386509	NA
"chr1:52584501-52585020"	21.8938938861392	-0.0960116141800317	0.153250301829997	0.935615965778057	-0.636372102253203	0.524533919780235	NA
"chr1:52599850-52600441"	63.7660367072249	0.0047701151766373	0.188516225311804	1.00331186402864	0.0251476504167807	0.979937192648613	0.999753828420943
"chr1:52630574-52631014"	63.7078297438438	-0.0742272801545209	0.192454753377496	0.949850732934311	-0.385200056016506	0.700089201847036	0.999753828420943
"chr1:52845088-52845269"	196.993227922977	0.177116741128381	0.194027238366822	1.13062205198472	0.910259309479941	0.36268577230071	0.999753828420943
"chr1:53296698-53297344"	221.021548016332	-0.157657824919896	0.188267045820839	0.896479299247607	-0.837759222281192	0.40216594494934	0.999753828420943
"chr1:53352420-53352679"	241.309569681947	0.193120867569215	0.194084112636856	1.1432341104295	0.992062057888138	0.321167253709706	0.999753828420943
"chr1:53784713-53785428"	264.937529677215	0.181892278724303	0.184268100629756	1.13437078205254	0.987284237212046	0.323503315872401	0.999753828420943
"chr1:54250417-54251246"	66.1623689424051	-0.0324183682722275	0.194671359465978	0.977779885170619	-0.166375547756214	0.867861415815358	0.999753828420943
"chr1:54523632-54523850"	4.2274547158969	0.0576248338306534	0.0797081589819703	1.0407509200307	0.814905428047294	0.415126445878917	NA
"chr1:54557514-54558146"	87.1942684803921	-0.087766618513852	0.19611764178528	0.940978315118094	-0.445180224277913	0.656189516833645	0.999753828420943
"chr1:54925883-54926654"	140.354142156771	-0.0173543383006528	0.196753655232036	0.988042949857361	-0.0880297306970018	0.92985304618309	0.999753828420943
"chr1:55026911-55027843"	668.205251519845	0.140258828369745	0.163092873738316	1.10210282217067	0.859664326225914	0.389974104845161	0.999753828420943
"chr1:55052659-55053273"	564.371064391109	0.0628096748398245	0.170855188288183	1.04449796010668	0.367909462045836	0.712940744643212	0.999753828420943
"chr1:55131053-55131656"	267.539177659121	0.0335080321233588	0.18618776723047	1.02349782186455	0.180175063411679	0.857015134563023	0.999753828420943
"chr1:55236797-55237617"	583.736926660859	0.0418762178623488	0.163394206503357	1.02945175346696	0.256409446747465	0.797634694182141	0.999753828420943
"chr1:55405705-55406464"	93.301194825324	-0.281179456309634	0.197487250845468	0.822917976445258	-1.42490774667238	0.15418387006118	0.999753828420943
"chr1:55865065-55865907"	7.25447341478145	-0.0124469279568368	0.10070544833642	0.991409557514587	-0.120878546181151	0.903787235217489	NA
"chr1:56663575-56663846"	2.21308202233054	-0.000880235989371633	0.0597165727293444	0.999390052999087	-0.014211929599146	0.98866090250473	NA
